DATA;ORA_REGISTRAZIONE;LUOGO;CIVICO;INTERSEZIONE_STRADALE;TIPOLOGIA;NATURA_SINISTRO;VEICOLI;MASCHI;FEMMINE;PROGNOSI_MIN_30_GIORNI;PROGNOSI_MAG_30_GIORNI;PROGNOSI_RISERVATA;DECEDUTI
2014-03-11;18:55:00;VIA LIGURIA;48;;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-03-12;17:25:00;VIALE POETTO;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-03-12;19:14:00;VIALE GUGLIELMO MARCONI;sn;VIA VIENNA;Incidente stradale con feriti;Frontale / laterale;2;2;0;0;1;0;0
2014-03-12;20:45:00;VIA GALVANI;sn;;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-03-12;23:39:00;VIALE GUGLIELMO MARCONI;sn;;Incidente stradale con feriti;Tamponamento;2;4;0;4;0;0;0
2014-03-13;08:29:00;VIALE COLOMBO;sn;PIAZZA DEFFENU;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-03-13;16:23:00;VIA GORIZIA;sn;VIA FALZAREGO;Incidente stradale senza feriti;Uscita x sbandamento;1;0;1;0;0;0;0
2014-03-13;18:18:00;ASSE MEDIANO DI SCORRIMENTO;sn;;Incidente stradale con feriti;Tamponamento;2;1;1;1;0;0;0
2014-03-13;20:07:00;VIA BOTTEGO;42;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-03-14;10:30:00;PIAZZA MATTEOTTI;sn;VIA SASSARI;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-03-14;12:52:00;VIA PERGOLESI;sn;VIA S.BENEDETTO;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;1;0;0;0
2014-03-14;12:40:00;VIA DELL`  ARTIGIANATO;9;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;1;0;0;0;0;0
2014-03-15;05:31:00;ASSE MEDIANO DI SCORRIMENTO;sn;;Incidente stradale senza feriti;Uscita x sbandamento;1;0;1;0;0;0;0
2014-03-15;08:12:00;VIALE MONASTIR;sn;VIA PUGLIA;Incidente stradale con feriti;Uscita x sbandamento;1;1;0;1;0;0;0
2014-03-15;08:49:00;VIA TRINCEA D. FRASCHE;58;;Danneggiamento;Cornicione su auto;3;0;0;0;0;0;0
2014-03-16;20:04:00;VIA CAPULA;sn;VIA S.CARLO BORROMEO;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-03-17;08:11:00;VIA BACAREDDA;152;;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-03-17;10:33:00;VIALE BONARIA;sn;VIA STAZIONE VECCHIA;Incidente stradale con feriti;Frontale / laterale;1;3;0;1;1;0;0
2014-03-17;14:36:00;VIA MILANO;sn;VIA MESSINA;Incidente stradale con feriti;Tamponamento;2;2;0;1;0;0;0
2014-03-17;19:05:00;VIALE REG. MARGHERITA;sn;;Incidente stradale con feriti;Investimento di pedone;1;2;0;1;0;0;0
2014-03-17;21:06:00;VIA MINCIO;sn;;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-03-18;09:48:00;VIA TUVERI;sn;VIA AMAT;Incidente stradale con feriti;Urto laterale;2;1;1;1;1;0;0
2014-03-18;11:00:00;VIALE TRIESTE;38;;Incidente stradale con feriti;Tamponamento;3;2;1;1;0;0;0
2014-03-18;13:42:00;DIAZ;sn;VIA CATANIA;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-03-18;15:30:00;VIA CRESPELLANI;28;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;0;0;0;0;0;0
2014-03-18;16:27:00;VIA GIUD. COSTANTINO;23;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-03-18;16:48:00;VIA PELLICO;8;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;0;0;0;0;0;0
2014-03-18;16:31:00;VIALE MERELLO;37;;Incidente stradale senza feriti;Manovra di retromarcia;2;1;0;0;0;0;0
2014-03-18;18:26:00;VIA PERETTI;sn;VIA BINAGHI;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-03-18;19:41:00;VIA S.CARLO BORROMEO;10;;Incidente stradale senza feriti;Urto con veicolo in sosta;3;0;1;0;0;0;0
2014-03-19;09:11:00;ASSE MEDIANO DI SCORRIMENTO;km. 8,000;;Incidente stradale con feriti;Tamponamento;3;2;2;4;0;0;0
2014-03-19;09:41:00;VIA ZEFFIRO;12;;Incidente stradale con feriti;Tamponamento;3;2;1;1;0;0;0
2014-03-19;17:34:00;VIA CIUSA;sn;VIA RIVA VILLASANTA;Incidente stradale senza feriti;Urto anteriore;2;1;1;0;0;0;0
2014-03-20;08:51:00;VIA LOGUDORO;21;;Incidente stradale con feriti;Urto laterale;2;1;1;1;0;0;0
2014-03-20;12:34:00;ASSE MEDIANO DI SCORRIMENTO;sn;VIALE GUGLIELMO MARCONI;Incidente stradale con feriti;Tamponamento;3;2;1;1;0;0;0
2014-03-20;12:38:00;VIALE GUGLIELMO MARCONI;sn;VIA SARPI;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-03-20;14:03:00;VIA GHERARDO DELLE NOTTI;sn;VIA LACONI;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-03-20;15:44:00;VIA CADELLO;sn;VIA JENNER;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-03-21;10:58:00;VIA PUGLIA;12;;Incidente stradale con feriti;Urto laterale;2;2;0;0;1;0;0
2014-03-21;11:59:00;VIA MARONGIU ALDO;sn;;Incidente stradale con feriti;Manovra di retromarcia;1;2;0;1;0;0;0
2014-03-21;14:56:00;VIA CORSICA;sn;;Incidente stradale con feriti;Investimento di pedone;1;0;2;1;0;0;0
2014-03-21;22:30:00;VIA TRENTINO;sn;VIA LIGURIA;Incidente stradale con feriti;Frontale / laterale;2;3;4;5;1;0;0
2014-03-22;09:09:00;VIALE REG. MARGHERITA;sn;PIAZZA AMENDOLA;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-03-22;09:23:00;VIA ROCKEFELLER;37;;Danneggiamento;Danneggiamento auto in sosta;2;1;0;0;0;0;0
2014-03-22;14:03:00;VIA DEL TIMO;sn;S.S. 131 DIR.;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-03-22;20:48:00;VIA ABRUZZI;16;;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-03-23;00:58:00;VIA CALAMATTIA;sn;;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-03-23;07:30:00;VIA GUTTUSO;sn;VIA DEGLI ASTRI;Incidente stradale senza feriti;Uscita x sbandamento;1;1;0;0;0;0;0
2014-03-24;10:26:00;VIA DANTE;133;;Danneggiamento;Urto con cassonetto;2;2;0;0;0;0;0
2014-03-24;12:40:00;VIA IS MAGLIAS;sn;VIA MONTE SABOTINO;Incidente stradale con feriti;Frontale / laterale;2;2;0;1;0;0;0
2014-03-24;14:40:00;VIA S.PAOLO;sn;;Incidente stradale con feriti;Uscita x sbandamento;1;0;1;1;0;0;0
2014-03-24;17:04:00;VIA HERMADA;24;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-03-25;06:28:00;VIA MACOMER;sn;VIA OZIERI;Incidente stradale senza feriti;Tamponamento;3;0;0;0;0;0;0
2014-03-25;11:08:00;VIA MANZONI;sn;VIA LEOPARDI;Incidente stradale con feriti;Frontale / laterale;2;3;0;2;0;0;0
2014-03-25;13:01:00;ASSE MEDIANO DI SCORRIMENTO;sn;;Incidente stradale senza feriti;Tamponamento;3;3;0;0;0;0;0
2014-03-25;13:06:00;VIA IS MIRRIONIS;13;;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-03-25;14:38:00;VIALE REG. ELENA;10;;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-03-25;17:51:00;VIA DANTE;133;;Danneggiamento;Urto con cassonetto;1;0;1;0;0;0;0
2014-03-25;17:52:00;VIA CORRIDONI;sn;VIA DEI GRIMALDI;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-03-25;20:16:00;LARGO CARLO FELICE;13/b;;Incidente stradale con feriti;Investimento di pedone;1;1;1;0;1;0;0
2014-03-26;05:12:00;VIA IS MIRRIONIS;sn;;Incidente stradale con feriti;Investimento di pedone;1;2;0;1;0;0;0
2014-03-26;16:15:00;VIA CIUSA;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-03-26;20:20:00;VIALE DIAZ;sn;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;1;0;0;0;0;0
2014-03-27;09:21:00;ASSE MEDIANO DI SCORRIMENTO;sn;VIA STAMIRA;Incidente stradale con feriti;Tamponamento;4;4;1;2;0;0;0
2014-03-27;09:35:00;VIA RIO PALMAS;sn;VIA POSADA;Incidente stradale senza feriti;Frontale / laterale;2;0;2;0;0;0;0
2014-03-27;15:27:00;VIA DELL`AGRICOLTURA;sn;VIA DELL`  ARTIGIANATO;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-03-27;22:42:00;VIA SCANO;sn;VIA TUVERI;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-03-28;08:36:00;VIA FILIA;11;;Danneggiamento;Danneggiamento auto in sosta;1;0;0;0;0;0;0
2014-01-21;11:42:00;VIA FRATELLI BANDIERA;sn;VIA FAMAGOSTA;Incidente stradale senza feriti;Precedenza;2;1;1;0;0;0;0
2014-01-21;12:57:00;VIA S.LUCIFERO;109;;Danneggiamento;Danneggiamento auto in sosta;1;0;0;0;0;0;0
2014-01-22;10:56:00;VIA SEGNI;s;VIA S.MARIA GORETTI;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-01-22;11:15:00;PONTE SCAFFA;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;0;1;0;0;0;0;0
2014-01-22;18:01:00;VIALE MONASTIR;km.5,000;;Incidente stradale con feriti;Frontale / laterale;3;2;1;2;0;0;0
2014-01-23;09:02:00;VIA MONTECASSINO;sn;CIRCON. 131 DIR.;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-01-23;20:14:00;VIA TIMAVO;sn;VIA REDIPUGLIA;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-01-23;20:42:00;VIA ROMA;sn;;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-01-23;22:46:00;VIA IS CORRIAS;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-01-24;12:26:00;VIALE DIAZ;132;;Incidente stradale con feriti;Tamponamento;2;3;0;2;0;0;0
2014-01-24;15:30:00;VIA TRINCEA D. FRASCHE;sn;VIA IS MAGLIAS;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-01-25;02:20:00;VIALE TRIESTE;fr banca di SS;;Incidente stradale con feriti;Tamponamento;3;2;1;2;0;0;0
2014-01-25;06:29:00;LARGO CARLO FELICE;28;;Incidente stradale con feriti;Urto con veicolo in sosta;4;2;0;1;1;0;0
2014-01-25;08:27:00;VIA DEL RISORGIMENTO;1;;Incidente stradale per caduta di pedone;Caduta di Pedone accidentale;0;1;0;1;0;0;0
2014-01-25;09:44:00;VIA ROMA (LUNGOMARE);sn;;Incidente stradale con feriti;Tamponamento;2;2;0;1;0;0;0
2014-01-25;17:22:00;VIA MARONGIU ALDO;sn;VIA CORNALIAS;Incidente stradale senza feriti;Uscita x sbandamento;1;1;0;0;0;0;0
2014-01-25;19:20:00;VIA ROMA (LUNGOMARE);sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;2;1;1;0;0;0;0
2014-01-26;07:41:00;VIALE TRIESTE;159;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;0;0;0;0;0;0
2014-01-26;13:15:00;VIA DONIZETTI;32;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;0;0;0;0;0;0
2014-01-26;17:08:00;ASSE MEDIANO DI SCORRIMENTO;sn;PONTE VITTORIO;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-01-26;17:41:00;VIALE REG. MARGHERITA;sn;PIAZZA COSTITUZIONE;Incidente stradale con feriti;Urto laterale;2;2;0;1;0;0;0
2014-01-26;19:10:00;VIA SAN BENEDETTO;sn;PIAZZA SAN BENEDETTO;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-01-26;17:32:00;VIA FLEMING;26;;Danneggiamento;Danneggiamento auto in sosta;1;0;0;0;0;0;0
2014-01-27;12:24:00;VIA S.MARIA CHIARA;sn;VIA EROI D`ITALIA;Incidente stradale con feriti;Urto laterale;2;1;2;1;0;0;0
2014-01-27;14:06:00;VIA SCANO;52;;Incidente stradale con feriti;Investimento di pedone;1;2;0;0;1;0;0
2014-01-27;14:05:00;VIA PINTUS;pressi equitalia;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;1;0;0;0
2014-01-27;18:14:00;VIA STAZIONE VECCHIA;sn;VIALE BONARIA;Incidente stradale con feriti;Investimento di pedone;1;2;0;1;0;0;0
2014-01-28;20:30:00;VIA TASSO;sn;PIAZZA MICHELANGELO;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-01-29;08:30:00;VIALE LA PLAIA;19;;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-01-29;17:09:00;VIA EMILIA;5;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;0;1;0;0;0;0
2014-01-29;17:14:00;VIA VALENZANI;sn;;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-01-29;20:18:00;VIA DELEDDA;74;PIAZZA REPUBBLICA;Incidente stradale con feriti;Tamponamento;3;1;2;1;0;0;0
2014-01-30;09:32:00;VIA S.ROCCO;sn;VIA BACAREDDA;Incidente stradale con feriti;Tamponamento;2;2;1;1;0;0;0
2014-01-30;14:21:00;VIA TIMAVO;sn;;Incidente stradale senza feriti;Manovra di retromarcia;2;1;1;0;0;0;0
2014-01-30;18:25:00;VIALE COLOMBO;sn;;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-01-30;18:53:00;ASSE MEDIANO DI SCORRIMENTO;sn;;Incidente stradale con feriti;Tamponamento;4;3;1;1;0;0;0
2014-01-30;22:33:00;VIA ISCHIA;sn;VIA VILLINI;Incidente stradale con feriti;Frontale / laterale;2;2;2;3;0;0;0
2014-01-31;11:44:00;PIAZZA S.MICHELE;sn;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;1;0;0;0
2014-01-31;17:19:00;VIA ORIANI;7;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;0;0;0;0;0;0
2014-02-01;08:17:00;VIALE S.AVENDRACE;sn;VIALE TRENTO;Incidente stradale con feriti;Frontale / laterale;3;3;0;1;0;0;0
2014-02-01;08:23:00;VIALE GUGLIELMO MARCONI;sn;VIA NEWTON;Incidente stradale senza feriti;Uscita x sbandamento;1;1;0;0;0;0;0
2014-02-01;08:41:00;VIA FLAVIO GIOIA;sn;;Incidente stradale senza feriti;Inversione di marcia;2;2;0;0;0;0;0
2014-02-01;19:17:00;VIA PIERO DELLA FRANCESCA;sn;;Incidente stradale senza feriti;Urto anteriore;2;2;0;0;0;0;0
2014-02-01;21:17:00;VIALE S.VINCENZO;sn;;Incidente stradale con feriti;Cambio di corsia;3;4;1;3;0;0;0
2014-02-02;01:19:00;VIALE S.AVENDRACE;291;;Incidente stradale con feriti;Immissione nel flusso della circolazione;2;1;1;1;0;0;0
2014-02-02;08:04:00;VIA S.MARIA CHIARA;sn;VIA BALILLA;Incidente stradale senza feriti;Uscita x sbandamento;1;1;0;0;0;0;0
2014-02-02;10:56:00;VIA MESSINA;sn;VIALE DIAZ;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-02-02;13:44:00;VIA MONTE GRAPPA;4;;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-02-03;07:48:00;ASSE MEDIANO DI SCORRIMENTO;sn;VIA STAMIRA;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-02-03;08:34:00;S.S. EX 131;sn;VIA STAMIRA;Incidente stradale con feriti;Tamponamento;4;2;3;2;1;0;0
2014-02-03;09:08:00;VIA S.BENEDETTO;100;;Incidente stradale senza feriti;Urto con veicolo in sosta;4;1;0;0;0;0;0
2014-02-03;18:36:00;VIA DEI DONORATICO;sn;VIA CAPULA;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-02-04;09:11:00;VIA ISCHIA;sn;;Incidente stradale senza feriti;Manovra di retromarcia;2;2;0;0;0;0;0
2014-02-04;12:47:00;VIA GIARDINI;sn;VIA TRISTANI;Incidente stradale senza feriti;Frontale / laterale;2;0;2;0;0;0;0
2014-02-04;21:40:00;VIA GRANDI;sn;;Incidente stradale senza feriti;Tamponamento;2;2;0;0;0;0;0
2014-02-05;11:47:00;VIA REDIPUGLIA;sn;VIA TRINCEA D. FRASCHE;Incidente stradale con feriti;Precedenza;2;2;0;1;0;0;0
2014-02-05;18:50:00;VIA PERETTI;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-02-05;21:40:00;VIA DEL TIMO;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-02-06;09:05:00;VIA CORSICA;sn;VIA CURIE;Incidente stradale senza feriti;Urto con veicolo in sosta;3;0;1;0;0;0;0
2014-02-06;13:58:00;VIA STOCCOLMA;sn;VIA BUDAPEST;Danneggiamento;Danneggiamento auto in sosta;1;1;0;0;0;0;0
2014-02-06;14:13:00;VIA ALAGON;34;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;1;0;0;0;0;0
2014-06-15;14:16:00;ROTATORIA CADELLO;sn;VIA IS MIRRIONIS;Incidente stradale con feriti;Urto laterale;3;1;2;1;0;0;0
2014-06-15;17:17:00;VIA MONTE SANTO;sn;VIA TRINCEA D. RAZZI;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-06-15;19:33:00;S.S. 195;sn;;Danneggiamento;Caduta dal veicolo x Gasolio sul manto stradale;1;1;0;0;0;0;0
2014-06-16;08:27:00;VIA VALENZANI;21;;Incidente stradale con feriti;Caduta dal veicolo x Gasolio sul manto stradale;1;1;0;1;0;0;0
2014-06-16;09:12:00;S.S. 195;KM.5,600;;Incidente stradale con feriti;Tamponamento;2;1;1;1;0;0;0
2014-06-16;16:25:00;VIALE LA PLAIA;sn;;Incidente stradale con feriti;Uscita x sbandamento;1;1;2;2;0;0;0
2014-06-16;17:16:00;VIA CORONA;sn;VIA D`ACQUISTO;Incidente stradale senza feriti;Apertura portiera;2;1;1;0;0;0;0
2014-06-16;17:24:00;VIA PUGLIA;sn;;Incidente stradale senza feriti;Frontale / laterale;2;1;0;0;0;0;0
2014-06-16;18:03:00;VIA CADELLO;sn;;Incidente stradale senza feriti;Tamponamento;3;2;1;0;0;0;0
2014-06-16;18:50:00;VIA STAMIRA;sn;;Incidente stradale con feriti;Tamponamento;2;1;3;3;0;0;0
2014-06-16;18:52:00;VIA TOLMINO;25;;Incidente stradale per caduta di pedone;Caduta di pedone x buca;0;1;0;0;0;0;0
2014-06-16;19:39:00;PO;61;;Incidente stradale con feriti;Frontale / laterale;2;1;1;1;0;0;0
2014-06-17;08:33:00;VIA XX SETTEMBRE;sn;VIA GALLURA;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-06-17;09:04:00;VIALE POETTO;4;;Incidente stradale senza feriti;;1;0;0;0;0;0;0
2014-06-17;09:39:00;VIA LUNGO SALINE;sn;;Incidente stradale con feriti;Tamponamento;3;2;2;2;0;0;0
2014-06-17;10:38:00;VIA ROMA;25;;Incidente stradale senza feriti;Urto laterale;2;0;2;0;0;0;0
2014-06-17;18:18:00;VIA DEGLI ASTRI;184;VIA DELLE FELCI;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-06-17;18:21:00;VIA PO;sn;VIA ADIGE;Incidente stradale senza feriti;Tamponamento;3;2;1;0;0;0;0
2014-06-17;18:29:00;PORT. CRISTINA;sn;VIA BADAS UBALDO;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-06-18;07:22:00;VIALE DIAZ;118;;Danneggiamento;Ramo su auto;1;0;0;0;0;0;0
2014-06-18;09:16:00;ASSE MEDIANO DI SCORRIMENTO;KM.5,000;;Danneggiamento;Urto anteriore;2;0;2;0;0;0;0
2014-06-18;11:36:00;VIALE REG. MARGHERITA;5;;Danneggiamento;Ramo su auto;1;0;0;0;0;0;0
2014-06-18;15:32:00;VIA DELLA PINETA;150;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-06-18;16:24:00;VIA IS MIRRIONIS;187;;Incidente stradale senza feriti;Apertura portiera;2;2;0;0;0;0;0
2014-06-18;18:26:00;VIA IS MIRRIONIS;150;;Danneggiamento;Cornicione su auto;1;0;0;0;0;0;0
2014-06-19;18:47:00;VIA CORNALIAS;sn;VIA CAMPO PISANO;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-06-20;09:08:00;LUNGOMARE POETTO (BRETELLA OSPEDALE MARINO);sn;VIA DELL`IDROVORA;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-06-20;15:08:00;ROTATORIA STAMIRA/PERETTI;sn;;Incidente stradale senza feriti;Tamponamento;1;0;0;0;0;0;0
2014-06-20;15:11:00;ROTATORIA STAMIRA/PERETTI;sn;;Incidente stradale con feriti;Tamponamento;2;0;3;1;0;0;0
2014-06-20;21:32:00;VIA QUIRRA;sn;VIA BRIANZA;Incidente stradale senza feriti;Tamponamento;2;2;1;1;1;0;0
2014-06-21;14:52:00;VIA VERDI;sn;VIA ROSSINI;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-06-21;20:35:00;VIA TRAMONTANA;sn;VIALE POETTO;Incidente stradale con feriti;Semaforo rosso;5;4;4;3;1;2;0
2014-06-22;15:35:00;VIA DELEDDA;< x >;VIA SONNINO;Incidente stradale con feriti;Frontale / laterale;2;3;0;1;0;0;0
2014-06-22;19:08:00;VIA SCANO;sn;VIA CUGIA;Incidente stradale con feriti;Urto laterale;2;2;1;2;0;0;0
2014-06-23;09:25:00;VIA IS MIRRIONIS;sn;;Incidente stradale con feriti;Investimento di pedone;1;2;0;1;0;0;0
2014-06-23;10:04:00;VIA TUVERI;39;;Incidente stradale senza feriti;Tamponamento;4;2;0;0;0;0;0
2014-06-23;14:10:00;ASSE MEDIANO DI SCORRIMENTO;KM. 7,100;;Incidente stradale con feriti;Tamponamento;2;1;2;2;1;0;0
2014-06-23;19:10:00;VIA BALILLA;sn;VIA SU PLANU;Incidente stradale con feriti;Tamponamento;3;2;2;2;0;0;0
2014-06-24;10:32:00;VIA BACAREDDA;SN;VIA S.VETRANO;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-06-24;10:39:00;VIA CORNALIAS;sn;VIA DEL SEMINARIO;Incidente stradale senza feriti;Frontale / laterale;2;2;0;0;0;0;0
2014-06-24;12:29:00;VIA CIOCIARIA;sn;VIA NEBIDA;Incidente stradale con feriti;Investimento di pedone;1;1;1;1;0;0;0
2014-06-24;13:37:00;0 S.S. 195 RAC ( EX CASIC);sn;;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-06-24;22:24:00;VIALE LA PLAIA;sn;;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-06-25;09:48:00;VIALE S.AVENDRACE;183;;Incidente stradale senza feriti;Tamponamento;2;1;1;0;0;0;0
2014-06-25;14:05:00;VIA SONNINO;42;;Incidente stradale senza feriti;Tamponamento;2;1;1;0;0;0;0
2014-06-25;14:51:00;VIA ROMA;163;;Incidente stradale per caduta di pedone;Caduta di pedone x mattonelle divelte;0;0;1;1;0;0;0
2014-06-25;16:18:00;VIA DANTE;sn;VIA MILLELIRE;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-06-25;19:38:00;PARCO DELLA MUSICA;sn;;Incidente stradale per caduta di pedone;Caduta dal veicolo x imperizia;1;0;1;0;0;0;0
2014-06-26;08:26:00;VIA DEI GRILLI;sn;VIA RIVA VILLASANTA;Incidente stradale con feriti;Frontale / laterale;2;0;2;1;0;0;0
2014-06-26;09:29:00;VIA VALENZANI;21;;Incidente stradale con feriti;Urto laterale;2;1;1;0;1;0;0
2014-06-26;11:49:00;VIA BINAGHI;sn;VIA BROTZU;Incidente stradale senza feriti;Frontale / laterale;2;1;1;0;0;0;0
2014-06-26;14:33:00;PIAZZA MATTEOTTI;sn;VIA S.AGOSTINO;Incidente stradale senza feriti;Urto laterale;2;1;1;0;0;0;0
2014-06-27;11:08:00;VIA RIVA VILLASANTA;228;;Incidente stradale con feriti;Tamponamento;3;2;1;2;0;0;0
2014-06-27;11:54:00;VIA S.BERNADETTE;sn;VIA DELLA ABBONDANZA;Incidente stradale senza feriti;Frontale / laterale;2;0;2;0;0;0;0
2014-06-27;14:25:00;PIAZZA GARIBALDI;3;;Incidente stradale senza feriti;Tamponamento;2;1;1;0;0;0;0
2014-06-27;17:41:00;VIA S.LUCIFERO;sn;VIA DANTE;Incidente stradale con feriti;Urto laterale;2;2;0;1;0;0;0
2014-06-27;18:47:00;VIA TAMBURINO SARDO;44;;Incidente stradale senza feriti;Frontale / laterale;2;0;2;0;0;0;0
2014-06-27;19:42:00;VIA SCANO;sn;VIA LEO PIETRO;Incidente stradale con feriti;Investimento di pedone;1;1;1;0;1;0;0
2014-06-27;21:59:00;VIA VESALIO;sn;;Incidente stradale con feriti;Frontale / laterale;2;0;2;2;0;0;0
2014-06-28;13:45:00;VIALE S.BARTOLOMEO;sn;;Danneggiamento;Danneggiamenti x Buca sulla sede stradale;1;1;0;0;0;0;0
2014-06-28;16:01:00;VIA S.GILLA;sn;;Incidente stradale senza feriti;Uscita x sbandamento;2;2;0;0;0;0;0
2014-06-30;11:30:00;VIALE DIAZ;178;;Incidente stradale con feriti;Tamponamento;2;0;2;1;0;0;0
2014-06-30;11:38:00;VIALE GUGLIELMO MARCONI;sn;VIA VENTURI;Incidente stradale senza feriti;;1;0;0;0;0;0;0
2014-06-30;12:06:00;VIALE GUGLIELMO MARCONI;sn;VIA VENTURI;Incidente stradale senza feriti;Urto laterale;2;2;0;0;0;0;0
2014-06-30;12:56:00;VIA ZAGABRIA;39;;Danneggiamento;Danneggiamento auto in sosta;2;0;0;0;0;0;0
2014-06-30;16:57:00;PIAZZA ITALIA;11;;Incidente stradale con feriti;Investimento di pedone;1;1;1;0;1;0;0
2014-06-30;17:56:00;VIALE GUGLIELMO MARCONI;171;;Incidente stradale con feriti;Tamponamento;3;1;2;1;0;0;0
2014-06-30;18:06:00;VIA BRESCIANI;12;;Incidente stradale senza feriti;Urto con veicolo in sosta;2;1;0;0;0;0;0
2014-06-30;18:09:00;VIA PACINOTTI;sn;;Danneggiamento;Ramo su auto;2;0;0;0;0;0;0
